country,language,status,age,gender,nflights,flight_latest,flight_type,flight_purpose,flight_class,nps,reputation,sat1,sat2,sat3,overall_sat,loy1,loy2,loy3,loy4,loy5,com1,com2,com3,e1,s1,e2,s2,e3,s3,e4,s4,e5,s5,e6,s6,e7,s7,e8,s8,e9,s9,e10,s10,e11,s11,e12,s12,e13,s13,e14,s14,e15,s15,e16,s16,e17,s17,e18,s18,e19,s19,e20,s20,e21,s21,e22,s22,e23,s23,commitment
1,1,2,54,2,16,4,2,1,2,8,5,5,2,3,3,5,4,4,6,6,4,4,1,24,13,100,13,36,30,100,8,100,75,100,76,100,39,100,40,100,64,100,29,100,28,100,76,100,15,100,27,100,80,86,69,100,40,100,59,100,56,100,66,100,63,100,57,100,1,3
1,1,2,56,1,22,5,2,1,3,9,7,6,5,6,4,6,4,6,6,5,4,4,4,100,54,100,49,100,51,100,51,96,84,100,52,100,53,100,51,100,97,100,85,100,74,58,60,100,51,100,87,100,26,100,35,100,74,100,82,29,51,100,86,100,50,100,88,100,52,4
1,1,3,48,2,10,5,2,1,2,8,6,6,6,5,3,5,5,6,6,6,5,3,3,96,50,97,50,94,44,97,44,93,50,97,50,99,35,98,50,98,46,96,40,92,47,57,61,71,50,85,50,96,50,94,50,97,50,97,50,87,50,94,50,97,50,74,54,96,31,3.6666666666666665
1,1,1,71,1,4,5,1,2,3,9,7,6,6,6,5,6,6,6,7,6,5,5,4,88,87,81,80,70,72,62,64,83,82,84,82,80,81,89,87,97,93,95,89,94,86,91,90,89,88,86,86,72,74,70,75,86,86,81,83,82,82,74,80,90,88,79,80,75,72,4.666666666666667
1,1,1,49,2,1,4,2,2,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,100,50,100,50,100,27,100,50,100,30,100,31,100,2,100,14,100,50,100,29,100,12,81,50,100,35,100,24,100,1,100,1,100,31,100,29,76,27,100,37,100,1,100,50,100,16,1
1,1,1,44,1,2,5,2,2,3,6,7,6,6,5,6,6,6,6,7,6,6,6,7,100,100,100,100,100,100,100,100,99,65,100,45,100,39,100,50,100,100,100,52,100,50,100,100, , ,100,100,81,43,85,67,100,71,100,68,84,69,100,100,100,100,100,100,100,76,6.333333333333333
1,1,3,47,2,5,4,2,1,2,8,6,6,5,5,4,6,5,5,6,6,5,5,3,100,50,100,50,100,50,100,50,84,50,85,50,77,50,87,50,100,50,100,50,100,50,100,51,100,50,88,50,51,50,66,50,85,50,88,50,60,50,89,50,100,50,85,80,100,50,4.333333333333333
1,1,3,56,2,20,2,1,1,3,9,6,6,5,5,2,6,6,6,6,6,4,4,2,100,92,100,85,100,78,100,89,100,71,100,73,100,41,100,70,100,100,100,92,100,85,100,93,100,87,100,84,100,87,87,83,100,89,100,84,87,74,100,90,100,75,100,87,100,25,3.3333333333333335
1,1,3,50,2,20,3,2,1,2,8,7,5,6,5,5,4,4,4,6,5,5,3,2,84,56,56,50,68,47,78,53,100,47,100,48,94,43,66,47,67,50,78,45,64,46,50,50,75,46,90,81,100,87,93,90,95,58,100,89,51,48,93,68,63,50,57,49,87,52,3.3333333333333335
1,1,1,47,2,11,3,1,1,3,7,5,4,4,5,4,4,4,4,3,4,3,3,3,97,87,97,82,96,81,98,83,57,54,63,45,54,41,61,46,79,79,97,96,61,61,66,65,83,81,88,74,96,65,97,78,94,74,97,79,97,80,96,88,60,62,66,73,45,36,3
1,1,1,60,1,10,4,2,1,3,6,5,6,4,4,5,5,4,4,6,6,5,5,7,74,50,100,50,82,39,100,50,74,31,84,24,78,1,75,20,100,99,100,36,100,35,50,50,100,36,66,42,50,44,50,50,55,50,75,50,62,45,78,47,70,72,50,50,84,31,5.666666666666667
1,1,1,63,1,3,3,1,2,3,11,7,7,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , , , , , , , , , ,95,98,98,98,94,96,96,94,97,95,96,97, , , , ,98,98,95,93, , ,98,92, , , , ,98,98,7
1,1,1,53,2,6,2,1,1,3,8,4,5,5,4,4,4,3,4,3,5,5,5,5,79,69,96,27,35,35,96,45,75,56,78,37,75,57,71,62,79,42,87,83,82,74,83,81,86,80,83,60,90,37,89,73,86,60,89,65,72,59,87,63,71,38,85,55,83,39,5
1,1,1,48,1,6,6,2,2,3,9,6,6,5,5,4,5,5,5,5,5,5,4,6,98,82,100,85,98,73,100,83,59,52,84,61,83,61,80,55,100,85,98,78,99,81,98,70,99,80,93,64,95,69,83,63,91,82,93,77,80,76,91,73,93,71,57,51,98,81,5
1,1,1,34,1,4,5,2,2,3,6,4,5,3,4,4,3,2,2,2,4,4,2,3,90,47,74,47,87,47,85,46,100,44,100,31,100,25,100,40,100,48,100,51,100,30,77,50,100,24,82,33,100,20,99,26,100,40,100,38,88,43,100,49,99,36,100,50,100,24,3
1,2,1,39,1,2,3,2,2,3,9,7,7,7,6,7,7,7,7,7,7,6,6,6,42,90,66,89, , ,70,93,46,75,42,74,43,76,41,66,70,68,43,55,48,74,46,62,66,43, , ,62,80,50,63,70,53,61,37,50,45,51,59,68,86,50,55,43,83,6
1,1,1,71,2,1,4,1,2,3,10,7,7,7,7,7,7,7,7,7,7,7,6,6,96,92,96,93,89,89,94,94,90,86,90,86,98,94,88,85,100,100,100,98,100,100,100,99,99,95,100,100,100,100,95,95,100,100,96,94,95,92,99,97,89,85,82,84,84,80,6.333333333333333
1,1,1,48,2,20,4,2,2,3,8,5,5,3,4,2,4,3,3,3,3,3,3,3,84,74,91,78, , ,94,75, , ,66,51,78,33,76,40,82,62,93,67,80,58,62,50,84,50,91,50,88,35, , ,76,61,74,56,68,44,95,57,64,50,79,55,89,15,3
1,1,1,35,2,3,6,1,1,3,7,5,5,4,3,2,4,3,3,3,4,3,1,1,100,48,100,46,100,49,100,26,100,13,100,13,100,1,100,12,100,49,100,42,100,35,100,49,100,37,100,43,100,25,100,56,100,54,100,57,100,46,87,49,100,49,100,66,100,50,1.6666666666666667
1,1,1,47,1,20,4,1,1,3,9,5,6,4,5,3,4,5,3,4,5,4,3,4,98,74,100,68,98,82,100,65,100,69,100,62,100,64,100,58,100,88,100,75,100,69,100,88,100,74,100,63,100,37,91,55,100,93,100,82,100,76,100,87,73,58,79,71,100,55,3.6666666666666665
1,1,3,60,2,50,3,1,1,3,10,7,6,6,6,4,6,6,6,6,6,6,6,6,18,6,20,8,62,56,35,15,74,62,86,77,85,83,88,77,98,94,87,84,92,91,52,88,12,11,36,35,89,88,88,84,13,11,13,12,53,53,12,12,30,27,35,14,27,8,6
1,1,1,52,1,3,5,2,2,3,10,7,5,5,5,3,6,5,5,7,7,4,4,4,100,100,100,63,100,52,100,100,100,76,95,91,100,87,100,81,100,100,100,89,100,90,68,68,100,8,100,86,100,83,97,42,100,86,98,29,87,80,100,97,90,32,99,24,100,52,4
1,1,2,50,2,40,4,1,1,3,6,4,4,2,1,1,1,3,1,3,3,2,2,2,87,50,89,30,89,13,87,33,87,41,90,77,92,50,88,50,89,50,84,50,88,50,85,50,77,50,40,40,85,85,78,79,34,33,39,38,59,49,41,41,73,50,89,50,88,50,2
1,1,1,37,1,18,1,1,1,3,9,5,5,5,4,3,4,4,4,4,6,4,4,5, , , , ,97,62, , ,77,79,78,74,93,82,81,81,63,69,69,33,80,57,40,57,82,51,79,75,81,75,59,60,100,73,97,75,71,60,100,72,87,83,100,16,78,63,4.333333333333333
1,1,1,55,2,15,2,1,2,3,3,6,4,3,3,2,2,2,2,2,2,2,1,1,99,23,96,62,97,59,100,27,96,59,96,53,95,58,98,54,97,91,98,89,97,80,56,52,69,94,53,52,52,49,53,53,94,68,97,62,65,57,97,61,98,52,56,53,85,38,1.3333333333333333
1,1,1,35,2,9,3,1,1,3,8,6,6,5,6,3,5,5,5,6,6,4,4,4,100,64,100,80,100,62,100,65,89,35,81,41,87,44,93,39,100,81,100,87,100,75,69,57,100,55,100,38,100,20,100,37,100,62,100,47,91,35,100,49,100,84,85,53,100,21,4
1,1,2,54,2,40,2,1,1,3,9,6,5,5,5,5,5,6,5,6,6,4,5,1,100,100,100,99,97,95,99,98,48,50,50,50,80,77,50,50,50,50,100,100,50,50,50,50,47,51,100,100,78,75,93,91,93,88,89,86,50,50,50,50,100,100,56,50,51,50,3.3333333333333335
1,1,1,66,2,15,4,2,2,3,6,5,3,3,3,6,3,3,4,3,3,7,3,6,100,64,100,8,100,81,100,1,68,100,64,60,65,45,77,57,100,100,78,95,90,100,92,98,79,100,31,94,91,83,66,94,96,26,100,2,100,68,100,13,86,86,27,96,91,71,5.333333333333333
1,1,1,29,2,1,6,2,2,3,8,5,6,5,3,2,5,5,5,5,5,1,1,2,100,49,100,51,98,49,100,52,100,98,92,46,100,78,100,35,100,50,100,50,100,93,56,51,100,50,29,50,100,75,100,52,100,35,100,51,100,50,78,32,35,50,58,50,100,20,1.3333333333333333
1,1,1,53,2,14,4,1,2,3,10,5,6,5,6,4,1,5,1,4,7,1,1,1,50,50,50,50,50,50,50,50,48,49, , ,36,31, , ,50,50, , ,50,50, , , , ,50,50, , , , ,50,50,50,50, , ,51,48,50,50, , ,50,50,1
1,1,2,50,2,45,4,1,1,3,9,5,6,5,4,5,5,6,5,4,6,4,4,4, , , , , , , , ,79,53,90,57,91,70,83,77, , , , , , , , , , ,57,40,71,49,79,44,100,43,79,46,88,54,78,47, , , , ,89,63,4
1,1,1,65,2,3,4,1,1,2,10,7,6,6,6,6,6,6,6,7,6,6,6,5,86,82,86,83,88,84,90,85,89,72,85,66,94,68,85,63,90,85,98,92,83,79,84,76,90,84,95,85,90,86,85,79,90,85,84,80,80,72,84,83,86,82,64,58,89,81,5.666666666666667
1,1,1,70,2,4,6,1,2,3,7,4,4,4,3,2,3,4,3,4,3,2,2,2,96,22,95,61,95,76,97,31,90,42,90,62,87,30,76,62,94,80,92,50,96,50,91,63,90,46,91,60,91,78,70,60,95,11,95,8,83,61,93,9,87,60,53,51,87,43,2
1,1,1,67,2,4,3,2,2,3,9,7,4,7,4,4,4,4,4,4,4,4,4,4,100,100,100,90,100,58,100,84,100,53,56,53,100,45,53,52,100,100,100,100,100,100,86,82,98,90,100,52,100,35,51,51,59,53,100,43,56,54,59,53,34,39,69,67,100,57,4
1,1,1,29,2,8,6,1,2,3,9,7,6,6,5,6,7,6,7,6,6,5,6,6,100,73,100,52,100,66,100,52,100,72,100,80,100,48,100,52,100,100,100,52,100,50,100,77,100,60,100,51,100,1,50,52,100,51,100,52,100,52,100,43,100,55,82,52,100,61,5.666666666666667
1,2,1,32,1,6,1,2,1,3,9,6,6,4,5,6,6,4,4,5,6,5,5,6,80,72,88,73,93,90,84,74,80,85,81,77,81,66,83,84,68,59,91,61,79,59,89,70,85,60,68,58,88,86,89,77,92,81,100,96,89,77,86,72,86,91,89,73,64,53,5.333333333333333
1,1,2,39,1,20,4,1,1,3,9,7,7,7,6,6,6,6,6,7,6,6,5,5,50,85,53,80,50,78,68,70,52,50,50,49,53,50,49,50,80,71,70,71,66,64,71,65,61,54,64,50,71,53,74,55,82,76,77,59,37,50,80,66,58,52,76,40,71,64,5.333333333333333
1,1,1,58,2,5,4,1,1,3,10,7,6,4,6,5,5,5,1,3,6,3,1,1,92,60,100,59, , ,100,54,94,74,100,69,100,59,100,79,100,76,100,92,100,50,100,62,100,76,100,50,38,50,39,49,100,93,91,81,50,50,89,72,68,50,52,54,88,49,1.6666666666666667
1,1,3,46,2,70,2,2,1,2,9,7,5,5,5,4,5,5,5,5,7,6,6,7,93,51,96,55,96,50,97,55,80,48,91,47,98,36,91,48,95,49,73,73,85,82,61,56,72,50,81,50,63,47,45,50,89,50,96,50,63,50,92,52,61,50,79,47,89,38,6.333333333333333
1,1,1,52,2,10,2,1,2,3,5,4,4,3,3,3,4,4,4,3,3,2,2,2,93,50,87,60,91,50,92,60,28,39,13,13,39,47,20,49,88,70,91,57,85,60,77,66,83,51,86,46,90,12,95,35,93,50,82,50,64,34,91,54,83,50, , ,95,32,2
1,1,1,45,2,4,5,2,1,3,8,6,3,3,3,4,3,4,3,5,6,4,3,4,81,50,69,50,74,50,100,50,75,50,72,50,79,50,75,50,68,50,66,50,71,50,50,50,68,50,50,50,71,50,66,50,67,50,71,50,50,50,81,50, , , , ,46,44,3.6666666666666665
1,1,1,60,2,4,4,1,2,3,10,7,7,7,7,5,6,6,6,7,7,6,4,4,84,50,90,67,85,56,89,85,74,67,69,50,59,50,67,59,94,88,91,83,83,50,85,50,50,51,87,78,90,85,93,81,85,83,88,82,84,77,86,81,87,50,82,50,86,41,4.666666666666667
1,1,1,42,1,3,5,1,2,3,10,7,6,5,5,5,6,6,5,6,6,5,5,6,100,51,100,52,98,51,100,47,87,62,70,55,84,48,81,51,100,51,85,52,83,51,52,52,79,52,82,31,87,45,76,46,85,49,92,51,78,51,81,49,92,49,25,25,94,45,5.333333333333333
1,1,1,64,2,2,1,2,2,3,9,5,6,5,4,5,6,4,4,5,6,4,5,3,92,93,90,91,75,74,30,74,85,87,76,73,100,100,85,78,100,100,95,91,95,96,100,100,82,91, , ,55,59,33,33,96,96,73,63,40,44,91,92,70,60,72,76,99,96,4
1,1,1,32,2,4,5,1,2,3,11,7,7,4,4,5,7,7,7,7,7,6,7,7,75,73,72,61,78,66,73,37,90,46,82,48,79,59,89,47,100,73,70,50,86,61,66,52,75,40,85,74,84,53,70,53,100,84,100,100,63,52,100,73,70,47,69,53,89,48,6.666666666666667
1,1,1,64,2,15,4,1,2,3,7,7,7,4,4,4,1,3,1,4,7,1,1,4,98,42,99,31,96,46,98,34,50,50,50,43,64,41,21,50,67,50,50,50,85,50,30,50,90,43,97,33,41,50,50,50,96,44,97,42,50,50,50,50,97,26,72,44,95,46,2
1,1,1,61,2,5,5,1,2,3,8,5,4,4,4,2,4,4,4,4,4,2,4,2,71,18,71,63,78,24,78,66,71,30,68,28,69,11,70,26, , ,68,59,76,67, , ,61,31,64,20,68,29,76,20,77,23,68,20,75,25,68,24,61,14,69,30,79,20,2.6666666666666665
1,1,3,50,2,6,5,2,2,3,9,7,5,6,5,2,6,6,5,6,6,6,6,6,100,52,100,72,100,96,100,34,100,51,100,72,100,48,100,59,100,88,100,52,100,54,100,82,100,65,76,56,100,90,72,68,100,88,100,88,100,85,100,91,100,56,61,83,100,23,6
1,1,1,54,1,4,4,2,2,3,11,6,7,7,7,6,7,7,7,7,7,7,7,7,71,67,100,80,68,23,100,58,83,56,100,25,100,6,100,38,99,52,100,30,83,9, , ,76,1,64,57,55,24,41,40,55,56,100,58,42,54,100,57,100,69,78,72,100,27,7
1,1,1,70,2,3,5,2,2,3,8,5,5,5,5,6,6,6,6,6,6,5,6,3,95,52,89,51,93,51,97,50,96,51,96,49,97,48,96,50,100,75,94,47,98,46,100,48,91,46,98,51,94,56,98,51,100,51,100,51,97,56,97,47,94,49,86,45,100,47,4.666666666666667
1,1,1,51,2,5,4,2,1,3,8,5,6,5,6,5,4,5,3,5,7,1,4,1,100,78,100,87,94,99,100,55,61,55,54,56,61,59,61,60,100,97,100,76,86,73,29,80,44,73,74,68,79,98,74,78,83,83,89,78,76,66,78,71,74,73,68,67,99,70,2
1,1,1,43,2,6,3,1,1,3,8,7,6,5,5,3,1,6,1,7,6,4,1,1,98,50,92,50,94,50,100,50,19,69,79,27,77,21,63,41,100,78,78,23,82,50,50,50,100,50,78,50,93,41,100,1,96,50,100,50,60,47,81,50,65,50,65,50,90,20,2
1,1,1,31,2,5,6,2,1,2,4,3,3,1,2,1,1,2,1,3,4,1,1,1,86,50,51,59,80,40,77,56,73,26,90,20,100,1,86,23,95,50,99,41,83,40,82,51,97,49,73,36,83,1,83,29,70,40,86,37,65,49, , , , ,56,43,50,49,1
1,1,1,66,1,5,3,2,2,3,10,7,6,6,4,4,7,6,7,7,6,6,6,7,92,91,88,87,91,88,96,94,25,25,53,52,13,17,54,54,95,95,95,94,79,85,85,89,82,82,87,86,6,8,13,7,84,83,67,67,60,59,95,93,94,92,100,50,57,56,6.333333333333333
1,1,2,55,2,9,5,2,1,2,7,6,5,4,5,2,3,4,4,6,5,5,6,5,100,100,96,100,100,100,100,100,100,88,100,12,100,8,100,89,100,100,84,93,95,100,95,100,93,93,100,100,84,95,23,75,87,100,87,100,100,100,88,93,81,100,92,87,73,11,5.333333333333333
1,1,1,43,2,7,1,1,2,3,8,7,6,5,5,4,5,6,5,6,6,4,3,3,97,41,93,70,94,80,100,59,80,61,97,77,98,76,89,75,100,78,96,80,96,81,73,72,95,73,92,59,94,79,85,62,98,76,90,69,84,67,97,75,98,73,73,57,69,54,3.3333333333333335
1,1,3,56,2,12,3,1,1,3,9,6,6,5,6,5,5,5,4,6,6,6,6,5,100,73,100,75,100,67,100,30,100,61,94,64,100,49,100,66,100,83,100,67,100,66,85,69,88,61,100,95,95,54,92,74,97,79,98,79,83,73,97,81,100,93,85,81,100,50,5.666666666666667
1,1,1,54,1,10,3,1,2,3,11,7,7,6,6,7,7,7,7,7,7,7,7,7,100,40,100,39,100,76,100,56,73,69,100,71,82,59,78,77,60,62,96,49,55,55,98,61,100,57,84,62,100,68,100,83,100,76,100,74,82,63,100,75,100,57,56,57,81,97,7
1,1,2,54,2,15,2,1,1,3,9,6,5,5,5,4,4,4,1,5,6,5,4,2,100,49,100,45,100,44,93,45,89,44,83,50,100,46,83,50,51,50,100,60,92,58,68,67,87,59,91,30,83,70,73,38,83,82,86,33,76,67,81,80,85,45,28,50,69,47,3.6666666666666665
1,1,1,50,2,5,6,1,2,3,10,5,5,5,5,4,5,5,3,4,4,4,4,4,100,42,100,48,100,48,100,46,94,47,81,49,84,46,90,48,100,48,100,48,100,48,97,49,100,47,98,41,94,49,76,49,99,48,94,42,95,49,98,49,89,45,86,48,100,33,4
1,1,1,50,1,7,5,1,2,3,9,4,6,6,6,5,6,6,4,6,4,2,4,2,100,19,100,50,100,68,100,27,100,54,100,50,100,42,100,50,100,86,100,45,100,31,100,50,100,72,100,87,100,76,100,50,100,80,100,66,100,69,100,54,96,42,89,48,67,35,2.6666666666666665
1,1,2,49,2,38,3,2,2,2,3,4,2,2,1,1,2,1,1,2,2,1,1,2,68,50,65,50,63,49,72,50,63,1,67,38,50,33,55,52,31,50,50,50,38,50,50,50,51,50,64,32,57,35,31,29,50,50,38,36,2,1,50,42,52,40,67,35,6,1,1.3333333333333333
1,1,2,54,2,7,4,2,1,3,8,7,5,5,5,5,5,6,5,6,5,5,5,6,100,51,100,53,100,47,100,53,100,34,84,43,100,40,90,45,100,51,100,51,100,51,100,51,100,24,100,47,62,49,82,51,100,45,100,26,100,28,100,52,90,53,100,47,100,30,5.333333333333333
1,1,1,49,1,3,4,1,1,3,8,5,5,5,5,3,5,5,5,5,6,3,2,2,71,33,91,29,92,38,91,40,63,41,71,36,60,33,76,37,76,82,73,42,75,34,70,67,68,50,88,23,30,30,70,27,76,50,89,42,91,31,62,61,69,59,40,37,71,30,2.3333333333333335
1,2,2,41,2,20,3,2,1,2,9,6,6,5,7,5,6,6,6,6,6,7,7,7,74,74,82,81,92,68,87,84,45,43,50,50,68,66,65,63,72,81,100,43,79,40,81,80,83,82,41,49,56,45,66,39,67,33,70,68,57,56,50,50,71,70,74,50,28,40,7
1,1,1,39,2,6,4,1,1,2,8,7,7,6,6,3,4,4,2,6,4,2,2,1, , , , , , , , ,40,52,46,51,62,47,57,43,70,50,71,55,61,55,38,50,39,50, , , , , , , , , , , , , , ,2,9,57,41,62,45,1.6666666666666667
1,1,1,66,2,4,4,1,2,3,10,5,5,6,5,6,5,5,3,6,6,4,4,5,92,64,96,74,83,72,85,67,93,86,97,83,100,83,92,92,100,83,100,81,100,82,76,70,93,87,100,81,96,53,100,20,100,68,100,74,97,54,97,62,100,75,77,78,100,85,4.333333333333333
1,1,1,43,2,1,6,1,2,2,7,7,7,7,7,5,7,7,7,7,7,7,7,4,100,96,100,97,97,90,100,100,100,100,90,92,100,100,100,100,100,100,100,91,100,99,97,90,100,94,98,100,100,98,97,87,84,84,93,85,93,89,96,94,98,98,95,89,98,91,6
1,1,1,29,1,3,4,1,2,3,9,7,7,7,6,4,5,6,4,6,6,5,4,6,100,35,99,44, , ,91,38,55,54,92,55,78,48,66,48,100,54,100,63,76,51,69,52,82,71, , ,76,42,62,55,100,59,100,40,67,54,90,39,75,45,63,54,99,44,5
1,1,1,37,2,9,5,2,2,3,7,4,4,3,3,3,5,4,5,4,5,4,4,3,80,37,87,60,96,23,80,40,90,30,71,25,92,28,81,28,96,73,100,27,100,31,93,32,93,25,94,22,100,8,100,13,100,22,91,37,99,37,100,19,87,59,97,24,78,31,3.6666666666666665
1,1,1,74,1,8,4,2,2,3,2,4,3,3,1,2,1,1,2,1,3,1,2,1,100,1,100,1,100,1,100,1,100,1,100,42,96,26,99,14,100,1,100,40,100,78,88,83,100,100,100,2,79,67,80,67,100,1,94,1,100,1,100,1,1,1,56,45,100,1,1.3333333333333333
1,1,1,45,2,3,4,1,2,3,11,7,7,7,7,7,7,7,7,7,7,7,7,7,89,85,84,83, , ,85,82,85,79,78,79,86,74,80,77,98,100, , ,81,75,87,88,89,83, , ,63,62,57,66,83,80,83,81,79,78,85,84,84,85,81,81,85,79,7
1,1,1,49,2,60,4,1,1,2,11,6,5,5,5,5,7,3,2,2,7,3,4,1,71,70,100,77,64,50,92,50,90,50,80,50,67,50,54,50,100,50,100,50,50,50,50,50,50,50, , ,19,49,30,50,77,82,100,79,81,86,50,50,100,50,50,50,100,50,2.6666666666666665
1,1,1,49,2,8,3,1,1,3,5,5,6,3,3,6,5,4,5,3,5,3,6,6,96,58,97,60,100,1,100,3,99,19,83,88,98,21,100,41,100,94,96,94,96,72,96,97,89,92,100,28,91,42,32,86,95,89,95,87,87,84,100,38,100,8,96,31,89,60,5
1,1,1,48,2,6,3,1,1,3,11,7,5,5,6,4,5,6,6,6,7,6,4,6,77,77,90,54,88,56,85,32,84,50,82,53,86,43,82,44,100,50,96,50,98,50,60,50,92,50,68,63,38,30,31,23,68,66,84,76,73,61,86,77,82,55,59,50,45,44,5.333333333333333
1,1,2,57,2,12,4,1,2,3,11,7,7,7,7,7,7,7,7,7,7,7,7,7,100,69,100,99, , ,100,100,100,77, , ,48,23,85,78,100,99,87,100,100,100,100,100, , ,86,89,70,87,22,66,74,70,39,75,76,73,86,100,100,89,79,100,100,86,7
1,2,2,40,2,20,6,2,1,2,7,5,5,3,5,4,4,4,3,3,6,5,3,3,88,55,62,69,53,51,72,53,55,37,53,43,36,24,53,47,56,51,64,52,55,49,67,60,27,62,62,22,53,49,44,51,53,44,53,24,54,31,52,44,47,49,65,29,40,32,3.6666666666666665
1,1,2,42,2,11,4,1,1,3,6,4,4,1,2,3,1,1,1,5,6,3,1,1,85,29,91,71,74,77,66,69,85,18,81,14,100,25,78,30,80,100,91,60,100,74,76,100,85,37,100,80,77,29,1,46,80,79,100,38,70,48,85,70,100,52,77,28,56,20,1.6666666666666667
1,1,2,55,2,17,6,1,1,3,5,6,5,5,5,2,4,4,4,5,4,2,3,2,100,52,100,52,100,13,100,52,100,47,97,42,100,40,100,46,100,50,100,45,100,44,100,51,100,51,100,17,100,51,100,51,100,42,100,36,100,20,100,36,100,74,75,45,100,20,2.3333333333333335
1,1,2,42,1,7,3,1,1,3,9,6,6,5,5,5,6,6,6,7,7,6,7,4,93,70,95,56,100,53,98,87,52,50,62,50,57,45,50,50,100,65,69,44,79,45,58,50,84,39,50,50,53,50,50,42,61,50,57,45,69,50,62,50,91,49,37,44,58,49,5.666666666666667
1,1,1,68,2,3,6,2,2,3,9,7,7,5,1,4,5,4,4,4,5,4,1,1,99,97,96,98, , ,31,28,50,49,82,59,51,49,50,50,51,50,98,95,97,63,99,50,100,50, , ,39,37, , ,99,97,100,97,99,98,100,97,93,94,9,49,26,42,2
1,1,1,60,1,3,3,2,2,3,7,5,5,4,4,4,4,4,4,4,4,4,3,3,50,50,50,47,50,39,50,50,50,50,50,54,50,50,50,68,50,58,50,50,50,61,50,50,50,63,50,36,68,54,51,50,59,63,56,72,50,38,57,59,50,50,50,59,51,50,3.3333333333333335
1,1,1,51,2,6,4,1,1,3,10,6,6,5,6,6,6,6,6,6,6,6,6,6,55,59,59,55,47,46,58,58,81,79,62,77,77,79,79,77,62,60,57,60,51,53, , ,57,55,50,50,50,50,50,50,50,50,57,57,50,50,50,50,54,62,93,81,50,50,6
1,1,1,34,2,5,6,1,1,3,7,6,5,3,4,2,4,4,4,3,4,3,4,1,99,64,100,41,98,50,99,65,78,56,96,66,99,64,93,68,100,82,100,89,100,77,88,80,100,72,99,65,93,50,100,73,99,50,99,50,98,58,99,73,94,50,99,72,100,17,2.6666666666666665
1,1,1,45,2,8,4,2,2,3,8,6,6,6,5,4,6,5,5,6,6,6,6,7,100,100,100,73,85,34,100,1,96,44,88,50,100,40,100,54,28,57,100,38,100,100,100,100,100,90,95,31,100,73,100,100,100,75,100,11,100,80,100,84,84,100,69,61,16,21,6.333333333333333
1,2,1,44,1,50,3,1,1,3,6,6,4,3,4,5,3,3,3,3,3,3,3,3,95,50,89,55,82,61,95,23,81,45,90,44,84,44,87,57,100,59,100,57,85,50,94,59,66,50,79,50,71,50,66,50,84,47,80,48,82,46,77,48,67,50,65,50,76,42,3
1,1,2,50,2,40,2,1,1,3,10,6,6,6,5,5,5,5,5,6,5,6,5,6,36,41,44,30,77,69,80,74,57,52,80,74,57,60,82,78,92,88,63,65,78,78,75,69,87,84,68,72,56,54,57,53,42,42,45,44,32,33,58,58,63,62, , ,58,56,5.666666666666667
1,1,2,54,2,50,4,1,2,3,5,4,3,3,3,3,3,3,3,3,3,2,2,3,93,21,100,1,100,1,94,1,70,18,82,13,74,5,84,11,100,55,100,89,98,94,91,92,96,85,92,2,85,76,78,50,95,51,94,19,74,48,52,50,77,41,66,53,53,49,2.3333333333333335
1,1,1,47,2,3,4,1,1,3,8,5,5,4,4,4,4,3,2,3,6,3,2,2,79,62,78,56,90,53,78,27,46,45,53,46,56,53,54,55,100,55,100,84,58,59,66,56,65,57,86,47,55,34,58,13,78,55,100,54,39,40,56,56,82,46,55,53,100,33,2.3333333333333335
1,1,2,58,2,35,2,1,1,3,9,7,5,5,5,5,3,4,5,6,5,5,5,4,100,46,100,50,100,50,100,46,81,50,64,43,56,39,84,62,100,40,100,21,100,50,78,50,100,50,100,50,100,50,83,50,100,50,100,48,83,49,100,50,100,50,62,50,100,50,4.666666666666667
1,1,1,52,2,3,4,1,2,3,2,6,6,4,5,5,2,2,2,2,3,2,3,6,76,75,95,23,49,47,17,12, , ,55,69, , , , ,84,84,94,91,82,79, , ,76,75,62,62, , ,65,69,89,56,73,52,79,66,92,60,81,28,85,87,59,60,3.6666666666666665
1,1,3,52,2,17,2,2,1,2,10,6,6,6,5,3,6,6,6,5,6,5,5,5,96,42,94,39,93,56,95,70,100,80,96,68,96,86,99,86,96,96,96,88,96,86, , ,97,91, , ,79,61,62,59,67,66, , ,83,69, , ,98,76,92,89,70,58,5
1,1,3,53,2,10,3,1,1,3,11,7,7,7,5,5,7,7,7,7,7,7,7,7,71,68,69,62,75,73,71,57,40,70,71,44,78,53,63,59,80,80,58,44,58,46,78,78,69,45,77,75,68,71,61,56,67,78,75,71,54,69,67,58,76,54,59,58,54,53,7
1,1,1,50,1,1,5,2,2,3,11,7,6,6,6,5,6,6,6,7,7,5,5,5,100,100,100,100,100,100,100,97,96,97,100,96,91,97,100,97,100,86,94,93,100,97, , ,94,71,100,100,96,96,93,96,100,100,100,100,100,100,100,100,100,97,94,97,84,87,5
1,1,1,47,1,4,5,1,2,3,11,5,5,5,5,4,5,5,5,7,5,4,4,6,100,58,100,68,100,75,100,63,75,70,72,67,100,72,78,75,100,81,100,82,100,85,100,91,100,86,88,79,89,80,63,63,100,76,100,81,81,74,91,71,95,92,100,64,100,65,4.666666666666667
